Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2018-03-20 00:00:00+09:00,28242.097436955355,28311.45182462723,28029.080389106017,28281.728515625,4487,0.0,0.0,0.0
2018-03-21 00:00:00+09:00,28286.680443882626,28440.250863105106,28009.26291238395,28014.216796875,4403,0.0,0.0,0.0
2018-03-22 00:00:00+09:00,28078.617293168267,28296.588210758142,27806.153646180926,27835.876953125,6910,0.0,0.0,0.0
2018-03-23 00:00:00+09:00,26959.041161105743,27355.351946274513,26270.451171875,26270.451171875,5756,0.0,0.0,0.0
2018-03-26 00:00:00+09:00,26092.111077631944,26884.73264065095,26002.941151792304,26845.1015625,1974,0.0,0.0,0.0
2018-03-27 00:00:00+09:00,27028.394097222223,27117.564019097223,26483.466796875,26572.63671875,6576,0.0,0.0,0.0
2018-03-28 00:00:00+09:00,26176.325521325616,26468.604704852907,26136.6944455931,26206.048828125,4022,0.0,0.0,0.0
2018-03-29 00:00:00+09:00,26319.989254520715,26478.513563977645,26146.6032910522,26453.744140625,3863,0.0,0.0,0.0
2018-03-30 00:00:00+09:00,26587.500213583317,26800.517263925052,26587.500213583317,26637.0390625,4964,0.0,0.0,0.0
2018-04-02 00:00:00+09:00,26726.209564208984,26726.209564208984,26255.590489399,26315.037109375,4778,0.0,0.0,0.0
2018-04-03 00:00:00+09:00,25993.034479446367,26290.267578125,25809.74073526121,26290.267578125,4120,0.0,0.0,0.0
2018-04-04 00:00:00+09:00,26443.83672431639,26443.83672431639,25631.399627503368,25725.5234375,122785,0.0,0.0,0.0
2018-04-05 00:00:00+09:00,25943.49381043103,26329.896811617517,25943.49381043103,26225.865234375,1493,0.0,0.0,0.0
2018-04-06 00:00:00+09:00,25943.494685900427,26017.802957866916,25760.200948383084,25889.001953125,21214,0.0,0.0,0.0
2018-04-09 00:00:00+09:00,25893.95571830569,26131.7421875,25889.001833530805,26131.7421875,3581,0.0,0.0,0.0
2018-04-10 00:00:00+09:00,25829.553713722904,26067.340169085142,25760.19933090892,26052.478515625,22056,0.0,0.0,0.0
2018-04-11 00:00:00+09:00,26399.251193494958,26468.60557831555,26280.357962373946,26404.205078125,3504,0.0,0.0,0.0
2018-04-12 00:00:00+09:00,26518.145800835016,27137.38141172692,26448.79141241512,26993.71875,15972,0.0,0.0,0.0
2018-04-13 00:00:00+09:00,27196.826934061413,27246.36578093584,27097.749240312554,27102.703125,6416,0.0,0.0,0.0
2018-04-16 00:00:00+09:00,27112.6108894078,27281.04296875,26914.455501946388,27281.04296875,2106,0.0,0.0,0.0
2018-04-17 00:00:00+09:00,27375.166015625,27375.166015625,27157.19509548611,27196.826171875,166,0.0,0.0,0.0
2018-04-18 00:00:00+09:00,27414.797855286455,27469.290586838342,27177.01139033276,27281.04296875,895,0.0,0.0,0.0
2018-04-19 00:00:00+09:00,27394.981233454575,27885.41579803179,27394.981233454575,27835.876953125,25022,0.0,0.0,0.0
2018-04-20 00:00:00+09:00,27543.59885463801,27543.59885463801,27290.950735647624,27370.212890625,2368,0.0,0.0,0.0
2018-04-23 00:00:00+09:00,27177.01249697915,27325.629043626865,26904.548828125,26904.548828125,8063,0.0,0.0,0.0
2018-04-24 00:00:00+09:00,26805.46995671015,26810.423841381504,26131.74164140566,26275.404296875,16738,0.0,0.0,0.0
2018-04-25 00:00:00+09:00,26022.756400754515,26349.7127918548,25988.07920775903,26057.43359375,31383,0.0,0.0,0.0
2018-04-26 00:00:00+09:00,26394.298273255816,26706.393016351743,26310.082231468023,26627.130859375,133411,0.0,0.0,0.0
2018-04-27 00:00:00+09:00,26800.51694584464,26845.101909340498,26458.698892376382,26473.560546875,4656,0.0,0.0,0.0
2018-04-30 00:00:00+09:00,26384.39042382293,26384.39042382293,25898.909713808913,26067.341796875,1417,0.0,0.0,0.0
2018-05-02 00:00:00+09:00,26116.88120505753,26196.143363494728,25789.924801504076,25834.509765625,4793,0.0,0.0,0.0
2018-05-03 00:00:00+09:00,25799.830402327934,25799.830402327934,25695.798828125,25695.798828125,405,0.0,0.0,0.0
2018-05-04 00:00:00+09:00,25735.430339809518,25735.430339809518,25438.197265625,25438.197265625,1810,0.0,0.0,0.0
2018-05-08 00:00:00+09:00,25680.939385722737,25760.201544320647,25071.611541501305,25121.150390625,90943,0.0,0.0,0.0
2018-05-09 00:00:00+09:00,25165.735001331333,25586.81521296778,24967.57960762006,25581.861328125,4726,0.0,0.0,0.0
2018-05-10 00:00:00+09:00,25675.98587924693,25844.41796875,25611.585374436938,25844.41796875,6617,0.0,0.0,0.0
2018-05-11 00:00:00+09:00,25874.140076473843,26017.802734375,25874.140076473843,26017.802734375,1186,0.0,0.0,0.0
2018-05-14 00:00:00+09:00,26042.572613131997,26042.572613131997,25576.90743800656,25671.03125,83878,0.0,0.0,0.0
2018-05-15 00:00:00+09:00,25710.662113906612,25725.523768307714,25522.41449149265,25621.4921875,1123,0.0,0.0,0.0
2018-05-16 00:00:00+09:00,25621.49056083719,25765.153210926957,25462.96625728986,25695.798828125,2793,0.0,0.0,0.0
2018-05-17 00:00:00+09:00,25765.154302169045,25819.64703382139,25517.460067385648,25586.814453125,1214,0.0,0.0,0.0
2018-05-18 00:00:00+09:00,25700.755385531178,26136.697265625,25631.40099551625,26136.697265625,1212,0.0,0.0,0.0
2018-05-21 00:00:00+09:00,26082.20431077309,26176.328125,25903.86445223789,26176.328125,1592,0.0,0.0,0.0
2018-05-23 00:00:00+09:00,26438.882576882654,27152.241971874428,26438.882576882654,27102.703125,7102,0.0,0.0,0.0
2018-05-24 00:00:00+09:00,27216.642147120143,27300.85818579889,27028.39453125,27028.39453125,1757,0.0,0.0,0.0
2018-05-25 00:00:00+09:00,26835.1950835649,27305.81415924123,26810.425658529304,26963.99609375,3288,0.0,0.0,0.0
2018-05-28 00:00:00+09:00,26874.824974231095,27018.48763307952,26830.240011140206,26959.041015625,630,0.0,0.0,0.0
2018-05-29 00:00:00+09:00,26968.94878520075,27087.842020109794,26949.133246049245,26959.041015625,886,0.0,0.0,0.0
2018-05-30 00:00:00+09:00,26750.9795728211,26998.673828125,26562.731938790137,26998.673828125,1563,0.0,0.0,0.0
2018-05-31 00:00:00+09:00,26889.688355791284,26998.673828125,26889.688355791284,26998.673828125,86,0.0,0.0,0.0
2018-06-01 00:00:00+09:00,26612.269519693047,26790.609375,26419.068009777184,26790.609375,3149,0.0,0.0,0.0
2018-06-04 00:00:00+09:00,26671.716256741678,26904.548846650083,26637.0390625,26637.0390625,4286,0.0,0.0,0.0
2018-06-05 00:00:00+09:00,26637.037964380368,27102.703125,26637.037964380368,27102.703125,2294,0.0,0.0,0.0
2018-06-07 00:00:00+09:00,27330.581705375338,27345.443359375,27172.057396045628,27345.443359375,268945,0.0,0.0,0.0
2018-06-08 00:00:00+09:00,27300.85840814917,27300.85840814917,26755.931094613257,26899.59375,60293,0.0,0.0,0.0
2018-06-11 00:00:00+09:00,26899.594509808434,27097.749902145883,26864.91731614938,26894.640625,2520,0.0,0.0,0.0
2018-06-12 00:00:00+09:00,26800.51595082185,26959.040259588266,26750.977104332345,26785.654296875,98659,0.0,0.0,0.0
2018-06-14 00:00:00+09:00,26750.976452423445,26750.976452423445,26324.942382995963,26369.52734375,5971,0.0,0.0,0.0
2018-06-15 00:00:00+09:00,26478.51422596086,26478.51422596086,26106.972866382363,26245.681640625,749,0.0,0.0,0.0
2018-06-18 00:00:00+09:00,26077.251296705996,26077.251296705996,24888.318866764996,25190.505859375,26594,0.0,0.0,0.0
2018-06-19 00:00:00+09:00,25175.64325961106,25507.55355051896,24789.240234375,24789.240234375,1522,0.0,0.0,0.0
2018-06-20 00:00:00+09:00,24962.624878451963,25472.875,24962.624878451963,25472.875,2946,0.0,0.0,0.0
2018-06-21 00:00:00+09:00,25542.228081344587,25586.813041145226,25423.334855209545,25532.3203125,2927,0.0,0.0,0.0
2018-06-22 00:00:00+09:00,25249.950187363735,25562.044921875,24898.224375454214,25562.044921875,1088,0.0,0.0,0.0
2018-06-25 00:00:00+09:00,25111.2403448424,25225.1796875,25036.93207789179,25225.1796875,66658,0.0,0.0,0.0
2018-06-26 00:00:00+09:00,24833.82409879429,25165.734375,24804.10079047736,25165.734375,101085,0.0,0.0,0.0
2018-06-27 00:00:00+09:00,25180.596035357605,25284.627614492467,24987.39453125,24987.39453125,154887,0.0,0.0,0.0
2018-06-28 00:00:00+09:00,24719.88411829902,24719.88411829902,24204.68012064309,24303.7578125,267242,0.0,0.0,0.0
2018-06-29 00:00:00+09:00,24417.699316169605,24615.85471739638,24239.359455065503,24531.638671875,129024,0.0,0.0,0.0
2018-07-02 00:00:00+09:00,24387.97631376451,24487.05401562827,23659.755205065874,23689.478515625,74588,0.0,0.0,0.0
2018-07-03 00:00:00+09:00,24065.97232559182,24229.45052376896,23828.185855515985,24170.00390625,1922,0.0,0.0,0.0
2018-07-04 00:00:00+09:00,24184.864693515803,24239.357424287755,24061.017578125,24061.017578125,128,0.0,0.0,0.0
2018-07-05 00:00:00+09:00,24150.187925401795,24432.55935345265,24150.187925401795,24427.60546875,1827,0.0,0.0,0.0
2018-07-06 00:00:00+09:00,24511.821284172842,24734.74609375,24165.04935816393,24734.74609375,2486,0.0,0.0,0.0
2018-07-09 00:00:00+09:00,24927.948025367717,25041.88737445028,24794.193137314276,24922.994140625,14546,0.0,0.0,0.0
2018-07-10 00:00:00+09:00,25086.472437524644,25145.919054675178,24922.99424036068,25126.103515625,5137,0.0,0.0,0.0
2018-07-11 00:00:00+09:00,25155.827920018564,25240.04396465037,24967.580290841583,25017.119140625,2676,0.0,0.0,0.0
2018-07-12 00:00:00+09:00,24913.086573080225,25240.04296875,24858.593840468595,25240.04296875,1187,0.0,0.0,0.0
2018-07-13 00:00:00+09:00,25576.9078696922,25760.20161193094,25576.9078696922,25680.939453125,4151,0.0,0.0,0.0
2018-07-16 00:00:00+09:00,25656.168512208544,25656.168512208544,25487.73643470032,25601.67578125,749,0.0,0.0,0.0
2018-07-17 00:00:00+09:00,25789.92492148317,25789.92492148317,25680.939453125,25680.939453125,148,0.0,0.0,0.0
2018-07-18 00:00:00+09:00,25898.90961531555,26042.572273854985,25775.062495885006,25864.232421875,33929,0.0,0.0,0.0
2018-07-19 00:00:00+09:00,25864.23275353065,25993.033759390026,25760.201171875,25760.201171875,1540,0.0,0.0,0.0
2018-07-20 00:00:00+09:00,25596.722119178743,25680.938158665103,25185.549691098262,25383.705078125,484,0.0,0.0,0.0
2018-07-23 00:00:00+09:00,25274.72159288642,25274.72159288642,24021.388671875,24021.388671875,2506,0.0,0.0,0.0
2018-07-24 00:00:00+09:00,24026.34113257383,24323.57421875,24026.34113257383,24323.57421875,3549,0.0,0.0,0.0
2018-07-25 00:00:00+09:00,24204.68133530984,24204.68133530984,23724.154505689487,23862.86328125,1935,0.0,0.0,0.0
2018-07-26 00:00:00+09:00,24021.387131115775,24566.314453125,23877.72447349516,24566.314453125,1168,0.0,0.0,0.0
2018-07-27 00:00:00+09:00,24665.391591597578,25274.71940155269,24665.391591597578,25244.99609375,280,0.0,0.0,0.0
2018-07-30 00:00:00+09:00,25324.258682939388,25324.258682939388,25096.379985870684,25254.904296875,358,0.0,0.0,0.0
2018-07-31 00:00:00+09:00,25185.55055650685,25314.3515625,25081.51897474315,25314.3515625,163,0.0,0.0,0.0
2018-08-01 00:00:00+09:00,25249.949867886924,25398.56640625,25235.088214050615,25398.56640625,821,0.0,0.0,0.0
2018-08-02 00:00:00+09:00,25279.675374913313,25279.675374913313,24922.99565181048,25002.2578125,363,0.0,0.0,0.0
2018-08-03 00:00:00+09:00,25051.795676334004,25200.412221773993,25051.795676334004,25136.01171875,23,0.0,0.0,0.0
2018-08-06 00:00:00+09:00,25071.609700520832,25071.609700520832,24516.774631076387,24610.8984375,6892,0.0,0.0,0.0
2018-08-07 00:00:00+09:00,24615.85318645103,24739.70030451528,24571.268223947896,24719.884765625,1995,0.0,0.0,0.0
2018-08-08 00:00:00+09:00,24754.56304684366,25096.381107726633,24700.0703125,24700.0703125,120,0.0,0.0,0.0
2018-08-09 00:00:00+09:00,24878.40974494114,24878.40974494114,24343.390180533803,24511.822265625,184,0.0,0.0,0.0
2018-08-10 00:00:00+09:00,24145.234927276833,24145.234927276833,23872.771258626806,24001.572265625,945,0.0,0.0,0.0
2018-08-13 00:00:00+09:00,23833.14057116386,23833.14057116386,23184.181640625,23184.181640625,2007,0.0,0.0,0.0
2018-08-14 00:00:00+09:00,23605.261638758533,23605.261638758533,23223.8125,23223.8125,821,0.0,0.0,0.0
2018-08-16 00:00:00+09:00,22574.853471832957,23199.04296875,22574.853471832957,23199.04296875,1027,0.0,0.0,0.0
2018-08-17 00:00:00+09:00,23248.58172241895,23248.58172241895,22936.48697523966,22995.93359375,112,0.0,0.0,0.0
2018-08-20 00:00:00+09:00,23065.28667798913,23065.28667798913,22787.869140625,22787.869140625,158,0.0,0.0,0.0
2018-08-21 00:00:00+09:00,22971.163180536223,23634.983725326358,22971.163180536223,23575.537109375,10318,0.0,0.0,0.0
2018-08-22 00:00:00+09:00,23516.092123768183,23699.385868992413,23501.23046875,23501.23046875,1378,0.0,0.0,0.0
2018-08-23 00:00:00+09:00,23565.62988900634,23565.62988900634,23243.627378435518,23431.875,1066,0.0,0.0,0.0
2018-08-24 00:00:00+09:00,23258.48988542653,23585.4462927616,23258.48988542653,23540.861328125,125,0.0,0.0,0.0
2018-08-27 00:00:00+09:00,23600.30556077613,23887.630859375,23600.30556077613,23887.630859375,4032,0.0,0.0,0.0
2018-08-28 00:00:00+09:00,24056.064999355007,24140.281042392286,24001.572265625,24001.572265625,298,0.0,0.0,0.0
2018-08-29 00:00:00+09:00,23917.35578616797,24194.773334640508,23917.35578616797,24080.833984375,62,0.0,0.0,0.0
2018-08-30 00:00:00+09:00,24199.72754186641,24298.80523906955,24075.88042036249,24155.142578125,2271,0.0,0.0,0.0
2018-08-31 00:00:00+09:00,24016.43507269215,24363.20703125,24016.43507269215,24363.20703125,2075,0.0,0.0,0.0
2018-09-03 00:00:00+09:00,24278.988822856176,24343.38932371256,24194.772783274755,24313.666015625,350,0.0,0.0,0.0
2018-09-04 00:00:00+09:00,24219.544362704604,24363.20703125,24219.544362704604,24363.20703125,46,0.0,0.0,0.0
2018-09-05 00:00:00+09:00,24293.84928616751,24531.635739213198,24160.094406329314,24397.880859375,688,0.0,0.0,0.0
2018-09-06 00:00:00+09:00,24065.971682719675,24095.69499068516,23932.216796875,23932.216796875,162,0.0,0.0,0.0
2018-09-07 00:00:00+09:00,23367.47407030917,23392.243493746006,23055.379335005062,23243.626953125,1999,0.0,0.0,0.0
2018-09-10 00:00:00+09:00,23342.704862957253,23412.059249222406,23293.166015625,23293.166015625,100,0.0,0.0,0.0
2018-09-11 00:00:00+09:00,23565.6316410388,23565.6316410388,23382.337890625,23382.337890625,98,0.0,0.0,0.0
2018-09-12 00:00:00+09:00,23387.291361030275,23387.291361030275,23040.519406937474,23194.08984375,5617,0.0,0.0,0.0
2018-09-13 00:00:00+09:00,23090.057406391374,23090.057406391374,22792.824313839672,22995.93359375,28526,0.0,0.0,0.0
2018-09-14 00:00:00+09:00,23303.073569373402,23372.427954996536,23149.50314406503,23243.626953125,5975,0.0,0.0,0.0
2018-09-17 00:00:00+09:00,23253.53385135682,23253.53385135682,22886.946398225078,22956.30078125,216,0.0,0.0,0.0
2018-09-18 00:00:00+09:00,22748.23945556273,23055.380319292017,22748.23945556273,23020.703125,1192,0.0,0.0,0.0
2018-09-19 00:00:00+09:00,23169.319235653256,23169.319235653256,23010.794921875,23010.794921875,339,0.0,0.0,0.0
2018-09-20 00:00:00+09:00,22936.485243242878,22990.977972762463,22758.145401178786,22956.30078125,387,0.0,0.0,0.0
2018-09-21 00:00:00+09:00,22698.69943652301,22718.514975097016,22564.944551148474,22659.068359375,4468,0.0,0.0,0.0
2018-09-27 00:00:00+09:00,22644.20845377461,22659.070108852564,22520.361328125,22520.361328125,4291,0.0,0.0,0.0
2018-09-28 00:00:00+09:00,22525.314356465682,22530.26824130326,22322.205078125,22322.205078125,4415,0.0,0.0,0.0
2018-10-01 00:00:00+09:00,22322.205303955077,22322.205303955077,22193.404296875,22193.404296875,16739,0.0,0.0,0.0
2018-10-02 00:00:00+09:00,22233.03596711578,22233.03596711578,21693.0625,21693.0625,18653,0.0,0.0,0.0
2018-10-04 00:00:00+09:00,21693.061539276096,21693.061539276096,21380.966796875,21380.966796875,9531,0.0,0.0,0.0
2018-10-05 00:00:00+09:00,21276.936003509458,21549.399677593978,20959.88736457474,21019.333984375,28924,0.0,0.0,0.0
2018-10-08 00:00:00+09:00,20821.17643459869,21158.040578674994,20821.17643459869,20969.79296875,1013,0.0,0.0,0.0
2018-10-10 00:00:00+09:00,20954.932416873038,20954.932416873038,20414.958981071817,20504.12890625,22538,0.0,0.0,0.0
2018-10-11 00:00:00+09:00,19790.770312004282,20078.095638186074,19439.0444816783,19518.306640625,48994,0.0,0.0,0.0
2018-10-12 00:00:00+09:00,19359.780606048887,20013.693359375,19359.780606048887,20013.693359375,4399,0.0,0.0,0.0
2018-10-15 00:00:00+09:00,19979.017817162712,19979.017817162712,19652.061413509666,19671.876953125,513,0.0,0.0,0.0
2018-10-16 00:00:00+09:00,19874.985449218748,20211.849609375,19874.985449218748,20211.849609375,896,0.0,0.0,0.0
2018-10-17 00:00:00+09:00,20419.912541307036,20518.990234375,20419.912541307036,20518.990234375,5,0.0,0.0,0.0
2018-10-18 00:00:00+09:00,20449.63684420201,20449.63684420201,20206.896484375,20206.896484375,146,0.0,0.0,0.0
2018-10-19 00:00:00+09:00,19979.016704671878,20360.465821026883,19979.016704671878,20315.880859375,229,0.0,0.0,0.0
2018-10-22 00:00:00+09:00,20444.681095445056,20444.681095445056,20320.833984375,20320.833984375,103,0.0,0.0,0.0
2018-10-23 00:00:00+09:00,20301.018658099714,20301.018658099714,19835.353515625,19835.353515625,533,0.0,0.0,0.0
2018-10-24 00:00:00+09:00,19964.155063943894,19964.155063943894,19513.3515625,19513.3515625,875,0.0,0.0,0.0
2018-10-25 00:00:00+09:00,18983.28634256268,19221.0728103192,18913.93195613369,19166.580078125,644,0.0,0.0,0.0
2018-10-26 00:00:00+09:00,19032.82648937808,19161.62750153941,18725.685614224138,19107.134765625,1069,0.0,0.0,0.0
2018-10-29 00:00:00+09:00,19027.871763732313,19344.92039504678,18730.638671875,18730.638671875,250,0.0,0.0,0.0
2018-10-30 00:00:00+09:00,18730.637373129484,19453.904513165693,18730.637373129484,19325.103515625,1860,0.0,0.0,0.0
2018-10-31 00:00:00+09:00,19325.103300766328,19453.904296875,19325.103300766328,19453.904296875,171,0.0,0.0,0.0
2018-11-01 00:00:00+09:00,19661.968435997594,19661.968435997594,19320.150390625,19320.150390625,104,0.0,0.0,0.0
2018-11-02 00:00:00+09:00,19810.585894699598,20345.60546875,19721.415965691198,20345.60546875,19130,0.0,0.0,0.0
2018-11-05 00:00:00+09:00,20157.35754625311,20157.35754625311,19746.185101834577,19914.6171875,19666,0.0,0.0,0.0
2018-11-06 00:00:00+09:00,19954.24707253927,19954.24707253927,19552.982421875,19552.982421875,112,0.0,0.0,0.0
2018-11-07 00:00:00+09:00,19746.18314434065,19860.122485113316,19290.42578125,19290.42578125,170,0.0,0.0,0.0
2018-11-08 00:00:00+09:00,19815.538630653267,19815.538630653267,19577.752167085426,19716.4609375,239,0.0,0.0,0.0
2018-11-09 00:00:00+09:00,19790.77028436176,19929.479062324746,19790.77028436176,19874.986328125,124,0.0,0.0,0.0
2018-11-12 00:00:00+09:00,19622.33669704861,20003.785807291668,19622.33669704861,19974.0625,1674,0.0,0.0,0.0
2018-11-13 00:00:00+09:00,19448.951824577485,19448.951824577485,19022.917729591834,19419.228515625,302,0.0,0.0,0.0
2018-11-14 00:00:00+09:00,19285.472328873864,19523.25878450858,19121.994140625,19121.994140625,37,0.0,0.0,0.0
2018-11-15 00:00:00+09:00,19112.087661375575,19330.05859375,19112.087661375575,19330.05859375,105,0.0,0.0,0.0
2018-11-16 00:00:00+09:00,19582.707144769196,19582.707144769196,19518.306640625,19518.306640625,13,0.0,0.0,0.0
2018-11-19 00:00:00+09:00,19369.689234781777,19409.3203125,19320.150387633996,19409.3203125,164,0.0,0.0,0.0
2018-11-20 00:00:00+09:00,18889.163548190965,18894.117433202293,18586.9765625,18586.9765625,3532,0.0,0.0,0.0
2018-11-21 00:00:00+09:00,18458.17425572614,18735.591796875,18458.17425572614,18735.591796875,2607,0.0,0.0,0.0
2018-11-22 00:00:00+09:00,18725.682940634953,18814.85285939988,18666.236328125,18666.236328125,386,0.0,0.0,0.0
2018-11-23 00:00:00+09:00,18705.869802771853,18785.13196295309,18586.9765625,18586.9765625,451,0.0,0.0,0.0
2018-11-26 00:00:00+09:00,18423.49695378065,18973.3781481527,18423.49695378065,18889.162109375,75,0.0,0.0,0.0
2018-11-27 00:00:00+09:00,18849.531030776885,19032.824762219396,18849.531030776885,18978.33203125,223,0.0,0.0,0.0
2018-11-28 00:00:00+09:00,19077.409288587485,19146.763671875,19077.409288587485,19146.763671875,192,0.0,0.0,0.0
2018-11-29 00:00:00+09:00,19463.813711380935,19567.845293956398,19201.2578125,19201.2578125,307,0.0,0.0,0.0
2018-11-30 00:00:00+09:00,19082.363172091278,19082.363172091278,18874.300022239815,18968.423828125,363,0.0,0.0,0.0
2018-12-03 00:00:00+09:00,19117.04144013023,19305.2890625,19117.04144013023,19305.2890625,173,0.0,0.0,0.0
2018-12-04 00:00:00+09:00,19255.749789483532,19255.749789483532,18973.378362161548,19027.87109375,1162,0.0,0.0,0.0
