Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2021-08-10 00:00:00+09:00,9794.536706461127,9794.536706461127,9571.708520520404,9601.4189453125,484265,0.0,0.0,0.0
2021-08-11 00:00:00+09:00,9487.529263380895,9487.529263380895,9220.135432367028,9239.9423828125,341902,0.0,0.0,0.0
2021-08-12 00:00:00+09:00,9111.196907409934,9165.666019356406,9036.920845664745,9071.5830078125,278558,0.0,0.0,0.0
2021-08-13 00:00:00+09:00,9017.11416325386,9051.776326429466,8794.285971410685,8898.2724609375,418731,0.0,0.0,0.0
2021-08-17 00:00:00+09:00,8883.416684232716,8957.69274346543,8804.188887717819,8809.140625,421803,0.0,0.0,0.0
2021-08-18 00:00:00+09:00,8809.14149154263,8913.127984697434,8695.251522849276,8878.4658203125,265212,0.0,0.0,0.0
2021-08-19 00:00:00+09:00,8784.382563900186,8878.465578958869,8670.492598302833,8675.4443359375,325084,0.0,0.0,0.0
2021-08-20 00:00:00+09:00,8749.720510397188,8794.28614966916,8576.409691006185,8606.1201171875,334155,0.0,0.0,0.0
2021-08-23 00:00:00+09:00,8695.25128647617,8734.86518755351,8635.83043486016,8675.4443359375,285946,0.0,0.0,0.0
2021-08-24 00:00:00+09:00,8789.334486219617,8913.1279296875,8764.575797526042,8913.1279296875,247510,0.0,0.0,0.0
2021-08-25 00:00:00+09:00,9012.162693886861,9041.873120350225,8769.527544436061,8819.044921875,264798,0.0,0.0,0.0
2021-08-26 00:00:00+09:00,8957.69321005685,8982.451897757393,8843.803246634347,8873.513671875,226924,0.0,0.0,0.0
2021-08-27 00:00:00+09:00,8828.947880195268,8923.030891818213,8759.623555841521,8883.4169921875,198036,0.0,0.0,0.0
2021-08-30 00:00:00+09:00,8997.307424933586,9007.21090036004,8838.851818110319,8853.70703125,191244,0.0,0.0,0.0
2021-08-31 00:00:00+09:00,8863.610444158283,8982.4521484375,8774.47916594887,8982.4521484375,184666,0.0,0.0,0.0
2021-09-01 00:00:00+09:00,8982.451479420106,9056.7275390625,8923.030631706191,9056.7275390625,508082,0.0,0.0,0.0
2021-09-02 00:00:00+09:00,9071.583011583012,9071.583011583012,8947.789575289575,8977.5,200037,0.0,0.0,0.0
2021-09-03 00:00:00+09:00,9012.162365434724,9046.824528378704,8972.548464927318,9027.017578125,171101,0.0,0.0,0.0
2021-09-06 00:00:00+09:00,9027.017888434579,9056.728314836448,8957.69356016355,9007.2109375,77043,0.0,0.0,0.0
2021-09-07 00:00:00+09:00,8997.306641168138,8997.306641168138,8873.513209121245,8903.2236328125,136814,0.0,0.0,0.0
2021-09-08 00:00:00+09:00,8873.513927576601,8898.2726159906,8804.18960001741,8888.369140625,105064,0.0,0.0,0.0
2021-09-09 00:00:00+09:00,8848.754784214585,8858.658259071008,8685.347449083592,8729.9130859375,145373,0.0,0.0,0.0
2021-09-10 00:00:00+09:00,8724.961598389356,8843.803300070029,8705.154648109245,8838.8515625,55650,0.0,0.0,0.0
2021-09-13 00:00:00+09:00,8833.899362262702,8873.513260748185,8784.381989155849,8868.5615234375,66446,0.0,0.0,0.0
2021-09-14 00:00:00+09:00,8932.934617634912,9041.87284467924,8908.175929670291,8992.35546875,155428,0.0,0.0,0.0
2021-09-15 00:00:00+09:00,9012.162158416348,9081.486482711858,8942.837834120837,9071.5830078125,125058,0.0,0.0,0.0
2021-09-16 00:00:00+09:00,9096.341752534952,9096.341752534952,8937.886153144033,8942.837890625,99277,0.0,0.0,0.0
2021-09-17 00:00:00+09:00,8962.644631355644,9086.43806549039,8873.513358778626,9081.486328125,129961,0.0,0.0,0.0
2021-09-23 00:00:00+09:00,9017.114366979975,9086.438694897448,8932.934825937327,8947.7900390625,100122,0.0,0.0,0.0
2021-09-24 00:00:00+09:00,8987.403995768229,8987.403995768229,8898.272716471354,8913.1279296875,73870,0.0,0.0,0.0
2021-09-27 00:00:00+09:00,8878.465611126527,8952.74167591565,8878.465611126527,8923.03125,183109,0.0,0.0,0.0
2021-09-28 00:00:00+09:00,8923.030687854107,8923.030687854107,8715.057719546741,8739.81640625,378700,0.0,0.0,0.0
2021-09-29 00:00:00+09:00,8507.084601151317,8551.650236430922,8388.242907072368,8467.470703125,500049,0.0,0.0,0.0
2021-09-30 00:00:00+09:00,8472.42259314382,8566.505602652722,8417.953482375508,8551.650390625,349293,0.0,0.0,0.0
2021-10-01 00:00:00+09:00,8497.181386972403,8521.94007399738,8338.725790012544,8388.2431640625,583056,0.0,0.0,0.0
2021-10-05 00:00:00+09:00,8254.546001233553,8279.3046875,8130.752569901316,8279.3046875,138254,0.0,0.0,0.0
2021-10-06 00:00:00+09:00,8284.25674127684,8333.774115701688,8051.525081480062,8071.33203125,117772,0.0,0.0,0.0
2021-10-07 00:00:00+09:00,8091.138925451011,8219.884098071407,8091.138925451011,8200.0771484375,111389,0.0,0.0,0.0
2021-10-08 00:00:00+09:00,8269.401554023725,8269.401554023725,8081.2355306387535,8101.04248046875,97186,0.0,0.0,0.0
2021-10-12 00:00:00+09:00,8046.573503777579,8046.573503777579,7922.7800652579235,7967.345703125,105407,0.0,0.0,0.0
2021-10-13 00:00:00+09:00,7957.4419966098985,8021.814582767913,7922.779834832507,7982.20068359375,190209,0.0,0.0,0.0
2021-10-14 00:00:00+09:00,8026.766748821925,8135.704977368552,7992.104585193452,8110.9462890625,131685,0.0,0.0,0.0
2021-10-15 00:00:00+09:00,8244.642628787455,8318.91868850626,8229.787416843694,8304.0634765625,112718,0.0,0.0,0.0
2021-10-18 00:00:00+09:00,8304.063425534909,8304.063425534909,8205.028679851726,8244.642578125,131203,0.0,0.0,0.0
2021-10-19 00:00:00+09:00,8328.822473429094,8328.822473429094,8259.49814844217,8284.2568359375,88578,0.0,0.0,0.0
2021-10-20 00:00:00+09:00,8343.677841907915,8353.581317091188,8274.353515625,8274.353515625,148768,0.0,0.0,0.0
2021-10-21 00:00:00+09:00,8264.449968747636,8279.305181393678,8175.3186928713885,8185.22216796875,160754,0.0,0.0,0.0
2021-10-22 00:00:00+09:00,8185.221832311939,8299.111791261228,8140.6561962013475,8269.4013671875,97373,0.0,0.0,0.0
2021-10-25 00:00:00+09:00,8234.739052220395,8299.111636513158,8160.4629934210525,8279.3046875,110366,0.0,0.0,0.0
2021-10-26 00:00:00+09:00,8333.774000702711,8432.80874818581,8333.774000702711,8422.9052734375,200047,0.0,0.0,0.0
2021-10-27 00:00:00+09:00,8437.760795705657,8457.567745930319,8388.243420144005,8403.0986328125,205276,0.0,0.0,0.0
2021-10-28 00:00:00+09:00,8393.194694365666,8720.009355031232,8388.242957082855,8620.974609375,233424,0.0,0.0,0.0
2021-10-29 00:00:00+09:00,8695.250880217454,8715.057829830706,8467.470959665061,8482.326171875,416111,0.0,0.0,0.0
2021-11-01 00:00:00+09:00,8492.22949106113,8625.926398500576,8492.22949106113,8586.3125,176309,0.0,0.0,0.0
2021-11-02 00:00:00+09:00,8635.830589285713,8734.86534375,8616.023638392857,8665.541015625,220976,0.0,0.0,0.0
2021-11-03 00:00:00+09:00,8724.961040296053,8724.961040296053,8526.891550164473,8561.5537109375,274548,0.0,0.0,0.0
2021-11-04 00:00:00+09:00,8660.588559688582,8675.443771626298,8571.457288062284,8586.3125,156198,0.0,0.0,0.0
